,price,location,Garden,Resale,Area,Parking,Furnished
533,₹2.10 Cr ,"2 BHK Flat for Sale in Malad West, Mumbai",no,yes,Area650,0,1
534,₹8 Cr ,4 BHK Flat for Sale in Mumbai,no,yes,Area1750,1,0
535,₹1.95 Cr ,"2 BHK Flat for Sale in Kanjurmarg East, Mumbai",no,yes,Area677,1,0
536,₹31 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area525,0,1
537,₹3.50 Cr ,"3 BHK Flat for Sale in Chembur, Mumbai",no,yes,Area1268,0,1
538,₹2.15 Cr ,"2 BHK Flat for Sale in Chembur, Mumbai",yes,yes,Area822,0,0
539,₹2 Cr ,"2 BHK Flat for Sale in Kalina, Mumbai",yes,yes,Area781,0,0
540,₹7.50 Cr ,"3 BHK Flat for Sale in Parel, Mumbai",yes,yes,Area2195,0,0
541,₹2.30 Cr ,"2 BHK Flat for Sale in Mahavir Nagar Kandivali West, Mumbai",yes,yes,Area700,1,1
542,₹3 Cr ,"3 BHK Flat for Sale in Kandivali East, Mumbai",yes,yes,Area1250,0,0
543,₹5.50 Cr ,"3 BHK Flat for Sale in Sambhaji Nagar Mulund West, Mumbai",yes,no,Area1451,0,1
544,₹1.40 Cr ,"1 BHK Flat for Sale in Malad West, Mumbai",no,yes,Area700,0,0
545,₹1.80 Cr ,"2 BHK Flat for Sale in Santacruz East, Mumbai",no,yes,Area665,0,0
546,₹1.20 Cr ,"1 BHK Flat for Sale in Borivali East, Mumbai",yes,yes,Area420,0,0
547,₹6.50 Cr ,"2 BHK Flat for Sale in Breach Candy, Mumbai",yes,yes,Area1120,0,0
548,₹2.75 Cr ,"3 BHK Flat for Sale in Malad West, Mumbai",no,yes,Area730,0,1
549,₹4.70 Cr ,"3 BHK Flat for Sale in Powai, Mumbai",yes,no,Area1098,0,0
550,₹1.75 Cr ,"2 BHK Flat for Sale in Vile Parle East, Mumbai",no,yes,Area500,0,1
551,₹1.05 Cr ," Studio Apartment for Sale in Mulund West, Mumbai",yes,yes,Area307,0,0
552,₹2.75 Cr ,"3 BHK Flat for Sale in Goregaon West, Mumbai",no,yes,Area860,0,0
553,₹1.35 Cr ,"1 BHK Flat for Sale in Goregaon West, Mumbai",yes,yes,Area400,0,1
554,₹1.65 Cr ,"1 BHK Flat for Sale in Powai, Mumbai",yes,yes,Area850,1,0
555,₹85 Lac ,"1 BHK Flat for Sale in Kurla East, Mumbai",no,yes,Area450,1,1
556,₹1.35 Cr ,"2 BHK Flat for Sale in Swastik Park, Mumbai",yes,yes,Area650,1,1
557,₹4.60 Cr ,"4 BHK Flat for Sale in Sion East, Mumbai",no,yes,Area1610,0,1
558,₹65 Lac ,"1 BHK Flat for Sale in Bhayandar West, Mumbai",no,yes,Area525,0,1
559,₹2 Cr ,"2 BHK Flat for Sale in Vile Parle West, Mumbai",no,yes,Area600,0,1
560,₹1.20 Cr ,"2 BHK Flat for Sale in Powai, Mumbai",no,yes,Area565,0,1
561,₹1.95 Cr ,"2 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area750,1,1
562,₹2.62 Cr ,"2 BHK Flat for Sale in Orlem, Mumbai",no,yes,Area865,0,1
563,₹2.60 Cr ,"3 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area975,0,1
564,₹4.80 Cr ,"2 BHK Flat for Sale in Nariman Point, Mumbai",yes,yes,Area850,1,1
565,₹35 Lac ,"2 BHK Flat for Sale in Vasai East, Mumbai",yes,yes,Area710,1,1
566,₹49 Lac ,"1 BHK Flat for Sale in Virar, Mumbai",yes,yes,Area600,0,1
567,₹2.25 Cr ,"3 BHK Flat for Sale in Mulund East, Mumbai",no,yes,Area960,0,1
568,₹1.40 Cr ,"2 BHK Flat for Sale in Liberty Garden, Mumbai",no,no,Area660,0,1
569,₹3.50 Cr ,"2 BHK Flat for Sale in Dadar West, Mumbai",no,yes,Area750,0,0
570,₹45 Lac ,2 BHK Flat for Sale in Mumbai,no,yes,Area667,0,1
571,₹2.20 Cr ,"3 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area950,0,1
572,₹4.69 Cr ,"3 BHK Flat for Sale in Parel, Mumbai",yes,yes,Area1187,1,0
573,₹47 Lac ,"1 BHK Flat for Sale in Vasai, Mumbai",yes,yes,Area570,0,1
574,₹45 Lac ," Studio Apartment for Sale in Bhandup West, Mumbai",yes,yes,Area180,1,0
575,₹70 Lac ,"1 BHK Flat for Sale in Vaishali Nagar Dahisar, Mumbai",yes,yes,Area425,0,0
576,₹24 Lac ," Studio Apartment for Sale in Malad West, Mumbai",yes,yes,Area185,1,0
577,₹43 Lac ,"2 BHK Flat for Sale in Bhalchandra Nagar, Mumbai",no,yes,Area790,0,1
578,₹1.95 Cr ,"1 BHK Flat for Sale in Chakala, Mumbai",no,yes,Area529,1,0
579,₹4.15 Cr ,"4 BHK Flat for Sale in Lokhandwala Complex Andheri West, Mumbai",yes,yes,Area1100,0,1
580,₹3.15 Cr ,"3 BHK Flat for Sale in Kandivali East, Mumbai",yes,no,Area1055,0,0
581,₹1.25 Cr ,"1 BHK Flat for Sale in Deonar Chembur, Mumbai",no,yes,Area430,1,1
582,₹75 Lac ,"2 BHK Flat for Sale in Malad West, Mumbai",no,yes,Area580,0,1
583,₹2.69 Cr ,"3 BHK Flat for Sale in Andheri East, Mumbai",no,yes,Area870,0,0
584,₹2 Cr ,"2 BHK Flat for Sale in Sahar Road, Mumbai",yes,yes,Area725,0,1
585,₹37.5 Lac ,"1 BHK Flat for Sale in Vasai, Mumbai",yes,yes,Area386,0,0
586,₹20 Lac ,"1 BHK Flat for Sale in Bhayandar West, Mumbai",no,yes,Area250,0,0
587,₹2 Cr ,"2 BHK Flat for Sale in Shell Colony, Mumbai",yes,yes,Area715,1,1
588,₹3.50 Cr ,"4 BHK Flat for Sale in Gandhi Nagar Vikhroli West, Mumbai",yes,yes,Area1150,1,0
589,₹1.50 Cr ,"1 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area512,0,0
590,₹1.30 Cr ,"2 BHK Flat for Sale in Bhandup West, Mumbai",yes,yes,Area581,0,0
591,₹2.50 Cr ,"2 BHK Flat for Sale in Powai, Mumbai",no,yes,Area677,0,1
592,₹2.99 Cr ,"2 BHK Flat for Sale in Swami Vivekanand Road, Mumbai",yes,yes,Area847,1,1
593,₹52 Lac ,"1 BHK Flat for Sale in Naigaon East, Mumbai",no,yes,Area406,0,0
594,₹1.90 Cr ,"3 BHK Flat for Sale in Bhandup West, Mumbai",yes,yes,Area900,0,1
595,₹42.5 Lac ,"1 BHK Flat for Sale in Y K Nagar, Mumbai",yes,yes,Area400,1,1
596,₹1.75 Cr ,"1 BHK Flat for Sale in Santacruz, Mumbai",no,yes,Area455,1,1
597,₹5.10 Cr ,"3 BHK Flat for Sale in Mulund West, Mumbai",no,yes,Area1415,0,0
598,₹72 Lac ,"2 BHK Flat for Sale in Royal Palms, Mumbai",yes,yes,Area650,0,1
599,₹86 Lac ,"1 BHK Flat for Sale in Tilak Nagar Chembur, Mumbai",no,yes,Area400,0,1
600,₹1.70 Cr ,"3 BHK Flat for Sale in Shanti Nagar Mira Road, Mumbai",yes,yes,Area690,1,1
601,₹2.99 Cr ,"3 BHK Flat for Sale in Ghatkopar East, Mumbai",yes,yes,Area850,1,0
602,₹1.10 Cr ,"1 BHK Flat for Sale in Mulund East, Mumbai",no,yes,Area419,1,1
603,₹2.30 Cr ,"2 BHK Flat for Sale in Kolivery Village, Mumbai",yes,yes,Area690,0,0
604,₹64 Lac ,"1 BHK Flat for Sale in Vinay Nagar, Mumbai",yes,yes,Area400,1,0
605,₹4.95 Cr ,"3 BHK Flat for Sale in Prabhadevi, Mumbai",yes,yes,Area2187,0,0
606,₹1.10 Cr ,"1 BHK Flat for Sale in Andheri East, Mumbai",no,yes,Area540,0,0
607,₹1.20 Cr ,"1 BHK Flat for Sale in Mahavir Nagar Kandivali West, Mumbai",no,yes,Area580,0,0
608,₹2.50 Cr ,"3 BHK Flat for Sale in Borivali West, Mumbai",yes,yes,Area972,1,1
609,₹3.60 Cr ,"3 BHK Flat for Sale in Mulund West, Mumbai",no,yes,Area1365,1,0
610,₹2.20 Cr ,"2 BHK Flat for Sale in Malad West, Mumbai",no,yes,Area760,0,1
611,₹2.60 Cr ,"2 BHK Flat for Sale in Powai, Mumbai",no,yes,Area985,0,1
612,₹1.30 Cr ,"2 BHK Flat for Sale in Chembur, Mumbai",yes,yes,Area750,0,1
613,₹1.28 Cr ,"1 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area330,0,1
614,₹1.25 Cr ,"1 BHK Flat for Sale in Jogeshwari West, Mumbai",no,yes,Area600,0,1
615,₹2.10 Cr ,"2 BHK Flat for Sale in Santacruz West, Mumbai",no,no,Area61,0,1
616,₹1.65 Cr ,"2 BHK Flat for Sale in Bhandup West, Mumbai",no,yes,Area608,0,1
617,₹5.10 Cr ,"4 BHK Flat for Sale in Swastik Park, Mumbai",yes,yes,Area1473,1,1
618,₹2.05 Cr ,"2 BHK Flat for Sale in Kandivali West, Mumbai",no,yes,Area668,1,0
619,₹5 Cr ,"3 BHK Flat for Sale in Chembur, Mumbai",yes,yes,Area1300,1,1
620,₹5.75 Cr ,"4 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area2000,0,1
621,₹85 Lac ,"3 BHK Flat for Sale in Virar West, Mumbai",yes,yes,Area1100,0,1
622,₹3.20 Cr ,"3 BHK Flat for Sale in Powai, Mumbai",no,yes,Area1150,1,1
623,₹3.25 Cr ,"2 BHK Flat for Sale in Lokhandwala Complex Andheri West, Mumbai",no,yes,Area780,1,1
624,₹1.78 Cr ,"2 BHK Flat for Sale in Mulund East, Mumbai",yes,yes,Area638,0,0
625,₹3.20 Cr ,"2 BHK Flat for Sale in Wadala East, Mumbai",yes,yes,Area850,0,1
626,₹7 Cr ,"3 BHK Flat for Sale in Hiranandani Gardens, Mumbai",yes,yes,Area1380,1,1
627,₹3.75 Cr ,"3 BHK Flat for Sale in Goregaon West, Mumbai",yes,yes,Area1200,1,1
628,₹1.68 Cr ,"1 BHK Flat for Sale in Santacruz East, Mumbai",no,yes,Area530,1,1
629,₹1.55 Cr ,"1 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area550,0,0
630,₹1.40 Cr ,"2 BHK Flat for Sale in New Mhada Colony Goregaon, Mumbai",no,yes,Area660,0,0
631,₹1.18 Cr ,"1 BHK Flat for Sale in Kandivali West, Mumbai",no,yes,Area450,0,0
632,₹30 Lac ,"1 BHK Flat for Sale in Virar, Mumbai",yes,yes,Area450,1,0
633,₹4.10 Cr ,"2 BHK Flat for Sale in Dadar West, Mumbai",no,yes,Area860,0,1
634,₹4 Cr ,"3 BHK Flat for Sale in Goregaon, Mumbai",yes,yes,Area1300,1,1
635,₹1 Cr ,"1 BHK Flat for Sale in Malad East, Mumbai",no,yes,Area430,0,0
636,₹1.12 Cr ,"2 BHK Flat for Sale in Vikhroli East, Mumbai",no,yes,Area508,1,0
637,₹75 Lac ,"1 BHK Flat for Sale in Mulund East, Mumbai",yes,yes,Area300,1,1
638,₹1.40 Cr ,"2 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area730,1,0
639,₹1.80 Cr ,"2 BHK Flat for Sale in Chembur, Mumbai",no,yes,Area580,1,0
640,₹1.25 Cr ,"2 BHK Flat for Sale in Andheri East, Mumbai",no,yes,Area525,0,1
641,₹98 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",yes,yes,Area495,0,1
642,₹1.40 Cr ,"1 BHK Flat for Sale in Chakala, Mumbai",no,yes,Area567,0,1
643,₹76 Lac ,"1 BHK Flat for Sale in Kandivali East, Mumbai",yes,yes,Area335,0,0
644,₹2.30 Cr ,"2 BHK Flat for Sale in Shivaji Park, Mumbai",no,yes,Area500,1,0
645,₹4.59 Cr ,"3 BHK Flat for Sale in Andheri West, Mumbai",yes,yes,Area890,0,0
646,₹5.90 Cr ,"4 BHK Flat for Sale in Goregaon West, Mumbai",no,yes,Area2000,1,0
647,₹1.95 Cr ,"4 BHK Flat for Sale in Vinay Nagar, Mumbai",yes,yes,Area1200,1,1
648,₹1.50 Cr ,"2 BHK Flat for Sale in Nehru Nagar Kurla, Mumbai",yes,no,Area545,0,0
649,₹1 Cr ,"1 BHK Flat for Sale in Borivali West, Mumbai",no,yes,Area625,0,0
650,₹60 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area310,0,1
651,₹2.15 Cr ,"2 BHK Flat for Sale in Byculla, Mumbai",no,yes,Area500,0,0
652,₹2.75 Cr ,"2 BHK Flat for Sale in Lower Parel, Mumbai",no,yes,Area450,0,1
653,₹1.32 Cr ,"1 BHK Flat for Sale in Bandra East, Mumbai",no,yes,Area425,0,1
654,₹9.50 Cr ,"3 BHK Flat for Sale in Babulnath, Mumbai",yes,yes,Area1117,1,0
655,₹1.05 Cr ,"1 BHK Flat for Sale in Mahavir Nagar Kandivali West, Mumbai",yes,yes,Area380,0,1
656,₹1.20 Cr ,"2 BHK Flat for Sale in Gadhav Naka, Mumbai",yes,yes,Area565,1,1
657,₹1.50 Cr ,"1 BHK Flat for Sale in Santacruz West, Mumbai",no,yes,Area525,0,1
658,₹1.10 Cr ,"2 BHK Flat for Sale in Royal Palms, Mumbai",yes,yes,Area800,1,1
659,₹42 Lac ,"2 BHK Flat for Sale in Virar West, Mumbai",yes,yes,Area572,1,1
660,₹2.90 Cr ,"3 BHK Flat for Sale in Yogi Nagar, Mumbai",no,yes,Area900,1,1
661,₹1.45 Cr ,"2 BHK Flat for Sale in Dahisar East, Mumbai",yes,yes,Area537,0,0
662,₹79 Lac ," Studio Apartment for Sale in Jogeshwari East, Mumbai",no,yes,Area310,1,1
663,₹1 Cr ,"1 BHK Flat for Sale in Andheri East, Mumbai",no,yes,Area500,0,0
664,₹82 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area495,0,1
665,₹60 Lac ,"1 BHK Flat for Sale in Ghatkopar East, Mumbai",no,yes,Area220,1,1
666,₹75 Lac ,"1 BHK Flat for Sale in Dahisar East, Mumbai",yes,yes,Area424,0,0
667,₹1.12 Cr ,"1 BHK Flat for Sale in Powai, Mumbai",no,yes,Area766,0,0
668,₹1.80 Cr ,"2 BHK Flat for Sale in Vikhroli West, Mumbai",yes,yes,Area655,1,1
669,₹95 Lac ,"1 BHK Flat for Sale in Dahisar West, Mumbai",no,no,Area418,0,0
670,₹27 Lac ,"1 BHK Flat for Sale in Virar West, Mumbai",no,yes,Area310,0,0
671,₹1.60 Cr ,"1 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area500,0,0
672,₹1.70 Cr ,"1 BHK Flat for Sale in Versova Andheri West, Mumbai",yes,yes,Area530,0,0
673,₹3.25 Cr ,"4 BHK Flat for Sale in Borivali West, Mumbai",no,yes,Area1031,1,1
674,₹80 Lac ,"1 BHK Flat for Sale in Kandarpada, Mumbai",no,yes,Area500,1,0
675,₹1.80 Cr ,1 BHK Flat for Sale in Mumbai,no,yes,Area405,0,0
676,₹1.05 Cr ,"1 BHK Flat for Sale in Kurla East, Mumbai",no,yes,Area470,1,1
677,₹2.35 Cr ,"2 BHK Flat for Sale in Somwari Bazar, Mumbai",no,no,Area760,1,0
678,₹2.75 Cr ,"2 BHK Flat for Sale in Indira Nagar Vile Parle West, Mumbai",no,yes,Area750,0,1
679,₹2.65 Cr ,"2 BHK Flat for Sale in Antop Hill, Mumbai",yes,yes,Area550,0,1
680,₹49.9 Lac ,"2 BHK Flat for Sale in Vasai, Mumbai",yes,yes,Area750,0,0
681,₹2.35 Cr ,"2 BHK Flat for Sale in Kalina, Mumbai",no,yes,Area750,0,1
682,₹29.5 Lac ,"1 BHK Flat for Sale in Naigaon East, Mumbai",no,yes,Area290,0,0
683,₹75 Lac ,"1 BHK Flat for Sale in Bhayandar West, Mumbai",no,yes,Area600,1,1
684,₹1.40 Cr ,"2 BHK Flat for Sale in Akurli Road, Mumbai",yes,yes,Area544,1,0
685,₹2.10 Cr ,"2 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area650,0,0
686,₹2.75 Cr ,"3 BHK Flat for Sale in VSNL Colony, Mumbai",yes,yes,Area500,1,1
687,₹65 Lac ,"1 BHK Flat for Sale in Suresh Colony, Mumbai",no,yes,Area297,0,1
688,₹3 Cr ,"2 BHK Flat for Sale in Sewri, Mumbai",yes,yes,Area625,0,1
689,₹56 Lac ,"1 BHK Flat for Sale in Jogeshwari West, Mumbai",yes,yes,Area300,0,0
690,₹6.80 Cr ,"3 BHK Flat for Sale in Powai, Mumbai",yes,yes,Area1370,0,1
691,₹36 Lac ,"1 BHK Flat for Sale in Vasai East, Mumbai",no,yes,Area595,0,0
692,₹1.35 Cr ,"2 BHK Flat for Sale in Mira Road Area, Mumbai",yes,yes,Area650,1,1
693,₹1.85 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area840,0,1
694,₹5.50 Cr ,"3 BHK Flat for Sale in Santacruz West, Mumbai",no,yes,Area1025,0,1
695,₹5.70 Cr ,"3 BHK Flat for Sale in Andheri East, Mumbai",no,yes,Area1386,0,1
696,₹37 Lac ,"1 BHK Flat for Sale in Virar East, Mumbai",no,yes,Area665,0,1
697,₹70 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",no,yes,Area693,0,1
698,₹2.75 Cr ,"2 BHK Flat for Sale in Andheri West, Mumbai",yes,yes,Area900,0,1
699,₹1.85 Cr ,"2 BHK Flat for Sale in Bhandup West, Mumbai",yes,yes,Area745,0,1
700,₹3.50 Cr ,"3 BHK Flat for Sale in Goregaon West, Mumbai",no,yes,Area1200,0,1
701,₹2.10 Cr ,"2 BHK Flat for Sale in Powai, Mumbai",yes,yes,Area788,0,0
702,₹5.50 Cr ,"3 BHK Flat for Sale in Sewri, Mumbai",yes,yes,Area1000,0,1
703,₹1.70 Cr ,"2 BHK Flat for Sale in Bhandup West, Mumbai",no,yes,Area970,0,1
704,₹1.95 Cr ,"3 BHK Flat for Sale in Mira Road Area, Mumbai",yes,yes,Area955,0,0
705,₹2.50 Cr ,"2 BHK Flat for Sale in Grant Road, Mumbai",no,yes,Area751,0,1
706,₹3.25 Cr ,"3 BHK Flat for Sale in Goregaon East, Mumbai",no,yes,Area1074,0,1
707,₹1.39 Cr ,"1 BHK Flat for Sale in Kandivali West, Mumbai",no,yes,Area457,1,0
708,₹11 Cr ,"3 BHK Flat for Sale in Prabhadevi, Mumbai",yes,yes,Area1500,0,1
709,₹1.85 Cr ,"2 BHK Flat for Sale in Thakur Village, Kandivali East, Mumbai",no,no,Area700,0,1
710,₹1.30 Cr ,"1 BHK Flat for Sale in Kandivali East, Mumbai",yes,yes,Area430,0,0
711,₹9.50 Cr ,"3 BHK Flat for Sale in Prabhadevi, Mumbai",yes,yes,Area1800,1,1
712,₹6.10 Cr ,"3 BHK Flat for Sale in Chandivali, Mumbai",yes,yes,Area1645,1,1
713,₹80 Lac ,"2 BHK Flat for Sale in Virar West, Mumbai",yes,yes,Area750,0,0
714,₹1.19 Cr ,"2 BHK Flat for Sale in Kajupada Borivali East, Mumbai",no,yes,Area673,0,0
715,₹1.95 Cr ,"2 BHK Flat for Sale in Malad West, Mumbai",no,yes,Area708,0,1
716,₹1.40 Cr ,"1 BHK Flat for Sale in Tardeo, Mumbai",no,yes,Area329,0,1
717,₹3.70 Cr ,"2 BHK Flat for Sale in Jogeshwari West, Mumbai",no,yes,Area821,1,0
718,₹99 Lac ,"1 BHK Flat for Sale in Bhandup West, Mumbai",yes,yes,Area450,0,1
719,₹1.14 Cr ,"1 BHK Flat for Sale in Powai, Mumbai",no,yes,Area580,0,1
720,₹1.68 Cr ,"1 BHK Flat for Sale in Santacruz East, Mumbai",no,yes,Area525,1,0
721,₹5.50 Cr ,"3 BHK Flat for Sale in Chembur, Mumbai",no,yes,Area1300,0,0
722,₹50 Lac ,"2 BHK Flat for Sale in Naigaon East, Mumbai",no,yes,Area600,0,0
723,₹96 Lac ,"1 BHK Flat for Sale in Ashok Van, Mumbai",no,yes,Area424,0,0
724,₹4.50 Cr ,"4 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area1650,1,1
725,₹1.98 Cr ,"2 BHK Flat for Sale in Powai, Mumbai",no,yes,Area970,0,0
726,₹1.50 Cr ,"3 BHK Flat for Sale in Royal Palms Estate, Mumbai",yes,yes,Area1330,0,0
727,₹2.20 Cr ,"2 BHK Flat for Sale in Siddharth Nagar Mulund West, Mumbai",yes,yes,Area618,0,1
728,₹1.13 Cr ,"1 BHK Flat for Sale in Tilak Nagar Chembur, Mumbai",yes,yes,Area410,0,1
729,₹1.05 Cr ,"1 BHK Flat for Sale in Sagar Prasad Society, Mumbai",no,yes,Area505,0,1
730,₹1.15 Cr ,"1 BHK Flat for Sale in Pant Nagar, Mumbai",yes,yes,Area360,0,1
731,₹45.4 Lac ,"1 BHK Flat for Sale in Vasai East, Mumbai",no,yes,Area450,0,0
732,₹2.40 Cr ,"3 BHK Flat for Sale in Chembur, Mumbai",yes,yes,Area1337,1,0
733,₹2.50 Cr ,"2 BHK Flat for Sale in Chembur East, Mumbai",no,yes,Area750,0,0
734,₹1.20 Cr ,"1 BHK Flat for Sale in Nehru Nagar Kanjurmarg East, Mumbai",yes,yes,Area455,0,1
735,₹4 Cr ,"2 BHK Flat for Sale in Parel, Mumbai",no,yes,Area732,0,0
736,₹45 Lac ,"2 BHK Flat for Sale in Ulhasnagar, Mumbai",no,yes,Area980,0,1
737,₹1.23 Cr ,"2 BHK Flat for Sale in Kurla East, Mumbai",no,yes,Area563,0,1
738,₹1.45 Cr ,"1 BHK Flat for Sale in Swastik Park, Mumbai",no,yes,Area456,0,1
739,₹1 Cr ,"3 BHK Flat for Sale in Virar West, Mumbai",no,no,Area1450,0,0
740,₹11 Lac ," Studio Apartment for Sale in Malad West, Mumbai",no,yes,Area200,0,0
741,₹98 Lac ,"1 BHK Flat for Sale in Ganesh Nagar Bhandup West, Mumbai",yes,yes,Area420,1,1
742,₹40 Lac ,"1 BHK Flat for Sale in Chandivali, Mumbai",no,yes,Area270,0,0
743,₹1.40 Cr ,"1 BHK Flat for Sale in Andheri East, Mumbai",yes,yes,Area486,0,0
744,₹1.50 Cr ,"2 BHK Flat for Sale in Chembur, Mumbai",yes,yes,Area550,0,1
745,₹43.3 Lac ,2 BHK Flat for Sale in Mumbai,no,yes,Area1300,1,1
746,₹2.10 Cr ,"3 BHK Flat for Sale in Kandivali East, Mumbai",no,yes,Area735,0,1
747,₹5.30 Cr ,"4 BHK Flat for Sale in Kandivali East, Mumbai",yes,yes,Area1490,0,1
748,₹62 Lac ,"1 BHK Flat for Sale in Dahisar East, Mumbai",no,yes,Area575,0,0
749,₹88 Lac ,"3 BHK Flat for Sale in Virar West, Mumbai",no,yes,Area1310,0,1
750,₹95 Lac ,"1 BHK Flat for Sale in Kannamwar Nagar 2, Mumbai",no,yes,Area434,0,1
751,₹1 Cr ,"1 BHK Flat for Sale in Gorai 2, Mumbai",no,yes,Area400,0,1
752,₹1.60 Cr ,"2 BHK Flat for Sale in Mulund East, Mumbai",no,yes,Area500,0,1
753,₹2.75 Cr ,"3 BHK Flat for Sale in Jay Prakash Nagar Goregaon East, Mumbai",no,yes,Area749,1,1
754,₹62 Lac ,"1 BHK Flat for Sale in Mira Road Area, Mumbai",yes,yes,Area695,0,0
755,₹4.50 Cr ,"3 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area1290,1,0
756,₹19 Lac ,"1 BHK Flat for Sale in Virar West, Mumbai",yes,yes,Area290,0,0
757,₹50 Lac ,"1 BHK Flat for Sale in Vasai, Mumbai",no,yes,Area400,0,1
758,₹3 Cr ,"4 BHK Flat for Sale in Ghatkopar East, Mumbai",yes,yes,Area1130,1,1
759,₹2.35 Cr ,"2 BHK Flat for Sale in Juhu, Mumbai",no,yes,Area650,0,1
760,₹55 Lac ,"1 BHK Flat for Sale in Kandivali West, Mumbai",yes,yes,Area308,0,1
761,₹2.50 Cr ,"2 BHK Flat for Sale in Chembur, Mumbai",yes,yes,Area900,0,1
762,₹4.70 Cr ,"3 BHK Flat for Sale in Andheri West, Mumbai",yes,yes,Area1100,1,1
763,₹1.82 Cr ,"2 BHK Flat for Sale in Deonar Govandi East, Mumbai",no,yes,Area690,1,1
764,₹2.40 Cr ,"2 BHK Flat for Sale in Goregaon West, Mumbai",no,yes,Area1225,0,1
765,₹1.96 Cr ,"2 BHK Flat for Sale in Malad East, Mumbai",yes,yes,Area652,0,0
766,₹4.50 Cr ,"2 BHK Flat for Sale in Tardeo, Mumbai",yes,yes,Area750,1,1
767,₹70 Lac ,"2 BHK Flat for Sale in Bhayandar West, Mumbai",yes,no,Area705,0,0
768,₹1.32 Cr ,"1 BHK Flat for Sale in Nana Chowk Area, Mumbai",no,yes,Area400,0,0
769,₹50 Lac ,"2 BHK Flat for Sale in Virar, Mumbai",no,yes,Area695,0,1
770,₹1.35 Cr ,"1 BHK Flat for Sale in Goregaon West, Mumbai",no,yes,Area450,0,1
771,₹1.64 Cr ,"2 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area686,1,1
772,₹20 Lac ,"2 BHK Flat for Sale in Sion West, Mumbai",no,no,Area350,1,0
773,₹1.60 Cr ,"2 BHK Flat for Sale in Shimpoli Road, Mumbai",no,no,Area489,0,0
774,₹3 Cr ,"2 BHK Flat for Sale in Kalina, Mumbai",yes,no,Area620,1,1
775,₹3.75 Cr ,"3 BHK Flat for Sale in Andheri West, Mumbai",no,yes,Area1500,1,1
776,₹70 Lac ,"2 BHK Flat for Sale in Mira Road, Mumbai",yes,yes,Area650,1,1
777,₹56 Lac ,"1 BHK Flat for Sale in Ramdev Park, Mumbai",yes,yes,Area416,1,1
778,₹90 Lac ,"1 BHK Flat for Sale in Mulund West, Mumbai",yes,yes,Area616,0,0
779,₹2.70 Cr ,"3 BHK Flat for Sale in Upper Govind Nagar, Mumbai",yes,yes,Area1011,1,1
780,₹1.85 Cr ,"3 BHK Flat for Sale in Andheri East, Mumbai",no,yes,Area830,1,0
781,₹50 Lac ,1 BHK Flat for Sale in Mumbai,no,yes,Area225,0,1
782,₹2.30 Cr ,"1 BHK Flat for Sale in Bandra West, Mumbai",yes,yes,Area480,0,1
783,₹3.80 Cr ,"2 BHK Flat for Sale in Parel, Mumbai",yes,yes,Area899,0,1
784,₹3.20 Cr ,"2 BHK Flat for Sale in Parel, Mumbai",no,yes,Area1309,0,0
785,₹5.30 Cr ,"2 BHK Flat for Sale in Kemps Corner Malabar Hill, Mumbai",yes,yes,Area823,0,1
786,₹1.66 Cr ,"2 BHK Flat for Sale in Goregaon West, Mumbai",yes,no,Area600,0,0
787,₹68.5 Lac ,"2 BHK Flat for Sale in Virar West, Mumbai",no,yes,Area760,0,1
788,₹3.40 Cr ,"2 BHK Flat for Sale in Matunga East, Mumbai",yes,yes,Area714,0,0
789,₹86 Lac ,"1 BHK Flat for Sale in Kanjurmarg East, Mumbai",yes,yes,Area500,0,0
790,₹2.60 Cr ,"2 BHK Flat for Sale in Santacruz East, Mumbai",no,yes,Area780,0,1
791,₹1.65 Cr ,"2 BHK Flat for Sale in Sion East, Mumbai",yes,yes,Area580,1,1
792,₹1.40 Cr ,"2 BHK Flat for Sale in Bhayandar West, Mumbai",yes,yes,Area760,0,1
793,₹2.30 Cr ,"3 BHK Flat for Sale in Andheri East, Mumbai",no,yes,Area1200,1,1
794,₹1.40 Cr ,2 BHK Flat for Sale in Mumbai,no,yes,Area1000,0,1
795,₹78 Lac ,"1 BHK Flat for Sale in Bhandup East, Mumbai",no,yes,Area385,0,1
796,₹50 Lac ,"1 BHK Flat for Sale in Bhayandar East, Mumbai",yes,yes,Area485,0,0
